Tag,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000070601,-2.0242092692146,-inf,-8.68938449957789,4.18325993874864e-17,5.398138163658201e-16,27.8837072010689
ENSG00000230062,-3.0076672928499,-inf,-8.66126849163236,5.5077602969904504e-17,7.04555480791905e-16,27.6218248593455
ENSG00000172752,-2.25502860916903,-inf,-8.63668595652692,5.3738440975217e-17,6.88182040015041e-16,27.6163914052866
ENSG00000183346,-2.42091374939208,-inf,-8.60132361736079,7.07018076547516e-17,8.98038616465751e-16,27.346155944072
ENSG00000151892,-2.4610148620403,-1.85397561619983,-8.59177043417967,7.51033386038191e-17,9.5195538501038e-16,27.285852811899
ENSG00000111452,-2.01658061777647,0.699740924704495,-8.58290090144731,8.04419669807865e-17,1.0172360836235401e-15,27.2182163473807
ENSG00000276289,-2.14345175327288,-inf,-8.61701018221627,9.61179823382038e-17,1.2091756633936601e-15,27.0695555340488
ENSG00000108924,-2.33223159803842,0.840159678967747,-8.55964141134541,9.62900258012767e-17,1.2110264968593802e-15,27.0411049306914
ENSG00000128918,-2.23347810440653,-0.988463276095755,-8.55304813976857,1.0131890186622699e-16,1.27229836537288e-15,26.9909680892642
ENSG00000118432,-2.102888361959,-inf,-8.53091947740861,1.2056731274796499e-16,1.5073860811970301e-15,26.8198776684137
ENSG00000255446,-2.04738401487654,-inf,-8.57593808198537,1.50481164886754e-16,1.86697298187429e-15,26.6419518297982
ENSG00000271447,-2.53525556627335,2.0854177362811,-8.48519124316197,1.7079889424005599e-16,2.10774856866023e-15,26.4767230352877
ENSG00000007174,-3.37278878582299,-inf,-8.47263766267596,1.93640796527275e-16,2.3793582272657403e-15,26.3549663529733
ENSG00000174898,-2.7115686204451,-inf,-8.49900145208281,2.03986729546723e-16,2.5045839049474704e-15,26.3251863589868
ENSG00000197446,-2.98275973228944,-inf,-8.47923952490874,2.1943654965106003e-16,2.6854590791721404e-15,26.2542207863232
ENSG00000136155,-2.06254931489262,-inf,-8.42735201321444,2.66736630705878e-16,3.23822134459494e-15,26.0380321313151
